# Frequency(Hz) Real(n) Imag(n)
1.198118389806517578e+12 1.979579976950308184e+00 -6.186840024934732105e-03
1.199696938409688232e+12 1.979695830351468233e+00 -6.341183364586187865e-03
1.201275487012858887e+12 1.979775957020968757e+00 -6.506458622503694979e-03
1.202854035616029541e+12 1.979823278820751264e+00 -6.677984109903195575e-03
1.204432584219200195e+12 1.979839346145027212e+00 -6.852560504859953917e-03
1.206011132822370850e+12 1.979824364997095243e+00 -7.027340927209383033e-03
1.207589681425541504e+12 1.979777481617873924e+00 -7.198981238336074097e-03
1.209168230028712158e+12 1.979697246021131729e+00 -7.362972748681062204e-03
1.210746778631882812e+12 1.979582268130965605e+00 -7.513118876076106678e-03
1.212325327235053223e+12 1.979432116586803403e+00 -7.641195127790398854e-03
1.213903875838223877e+12 1.979248494030082073e+00 -7.736921593836902297e-03
1.215482424441394531e+12 1.979036639718145807e+00 -7.788459735689673424e-03
1.217060973044565186e+12 1.978806755951027174e+00 -7.783676575260520432e-03
1.218639521647735840e+12 1.978575062327726286e+00 -7.712348076529750365e-03
1.220218070250906494e+12 1.978363916544877643e+00 -7.569286095644607408e-03
1.221796618854077148e+12 1.978200327287108706e+00 -7.358103158985745962e-03
1.223375167457247803e+12 1.978112057461761886e+00 -7.094914149012557410e-03
1.224953716060418457e+12 1.978120511650698576e+00 -6.810316767005554842e-03
1.226532264663589111e+12 1.978230949484443890e+00 -6.546237667235991174e-03
1.228110813266759766e+12 1.978425187558510379e+00 -6.344196375451641862e-03
1.229689361869930420e+12 1.978665899960929897e+00 -6.228940525760468666e-03
1.231267910473101074e+12 1.978913032414280959e+00 -6.200964790240221132e-03
1.232846459076271729e+12 1.979138362510941773e+00 -6.244051182749670893e-03
1.234425007679442383e+12 1.979328333053960165e+00 -6.337732894038046287e-03
1.236003556282613037e+12 1.979479338271384004e+00 -6.464724860126523642e-03
1.237582104885783691e+12 1.979592418597186043e+00 -6.612690448414460138e-03
1.239160653488954346e+12 1.979669936267967278e+00 -6.773371858819690096e-03
1.240739202092125000e+12 1.979714005061367965e+00 -6.941155190156784484e-03
1.242317750695295654e+12 1.979725932726037252e+00 -7.111815217461089564e-03
1.243896299298466309e+12 1.979706166692217550e+00 -7.281559622490671804e-03
1.245474847901636719e+12 1.979654495406131476e+00 -7.446310301681342489e-03
1.247053396504807373e+12 1.979570420431782773e+00 -7.601147721749711150e-03
1.248631945107978027e+12 1.979453700555154683e+00 -7.739887858159530398e-03
1.250210493711148682e+12 1.979305103511616259e+00 -7.854826451994189121e-03
1.251789042314319336e+12 1.979127387358829093e+00 -7.936761155366749490e-03
1.253367590917489990e+12 1.978926462821968268e+00 -7.975470700117020043e-03
1.254946139520660645e+12 1.978712557570292629e+00 -7.960856458933190591e-03
1.256524688123831299e+12 1.978501036832364557e+00 -7.884894914970968713e-03
1.258103236727001953e+12 1.978312376633925007e+00 -7.744390873784809566e-03
1.259681785330172607e+12 1.978170657615207828e+00 -7.544260248184202905e-03
1.261260333933343262e+12 1.978099843375588085e+00 -7.300618192879496267e-03
1.262838882536513916e+12 1.978117275266533470e+00 -7.042012705740915632e-03
1.264417431139684570e+12 1.978225348699715669e+00 -6.805819870389120431e-03
1.265995979742855225e+12 1.978406255968086613e+00 -6.627572599848927451e-03
1.267574528346025879e+12 1.978626778669692499e+00 -6.527593462502539676e-03
1.269153076949196533e+12 1.978852163101330941e+00 -6.505732901925409539e-03
1.270731625552367188e+12 1.979057735859251599e+00 -6.547934751732224258e-03
1.272310174155537842e+12 1.979231140272495360e+00 -6.636386000037995843e-03
1.273888722758708496e+12 1.979368596118911805e+00 -6.755682871878315905e-03
1.275467271361879150e+12 1.979470558336603903e+00 -6.894475031704512882e-03
1.277045819965049561e+12 1.979538883008164385e+00 -7.044887281579063562e-03
1.278624368568220215e+12 1.979575415005814243e+00 -7.201384907300402254e-03
1.280202917171390869e+12 1.979581434656755512e+00 -7.359731107418516355e-03
1.281781465774561523e+12 1.979557548953287283e+00 -7.516165105710547086e-03
1.283360014377732178e+12 1.979503818233835810e+00 -7.666761778884889113e-03
1.284938562980902832e+12 1.979420047660495507e+00 -7.806914720508576280e-03
1.286517111584073486e+12 1.979306250804309109e+00 -7.930920328663645935e-03
1.288095660187244141e+12 1.979163325932549400e+00 -8.031700933700028008e-03
1.289674208790414795e+12 1.978993973757087632e+00 -8.100779602371424234e-03
1.291252757393585449e+12 1.978803816402889382e+00 -8.128690488645314363e-03
1.292831305996756104e+12 1.978602544760617254e+00 -8.106040292013018053e-03
1.294409854599926758e+12 1.978404745431488587e+00 -8.025382243892929465e-03
1.295988403203097412e+12 1.978229887476616211e+00 -7.883894907375231173e-03
1.297566951806268066e+12 1.978100823485715587e+00 -7.686566475384089443e-03
1.299145500409438721e+12 1.978040108132259611e+00 -7.449100674757171310e-03
1.300724049012609375e+12 1.978063722486305798e+00 -7.198875364493673504e-03
1.302302597615780029e+12 1.978173365116580040e+00 -6.971223393855903970e-03
1.303881146218950684e+12 1.978351956837788528e+00 -6.799354342280603675e-03
1.305459694822121338e+12 1.978568370149007105e+00 -6.702268262620823466e-03
1.307038243425291992e+12 1.978790045860374436e+00 -6.680177370996256969e-03
1.308616792028462646e+12 1.978993461546986854e+00 -6.720388010925135679e-03
1.310195340631633057e+12 1.979166323008353601e+00 -6.806398016697745579e-03
1.311773889234803711e+12 1.979304375002648886e+00 -6.923588202959914985e-03
1.313352437837974365e+12 1.979407519311924490e+00 -7.060903004411422067e-03
1.314930986441145020e+12 1.979477185310286602e+00 -7.210465687636945752e-03
1.316509535044315674e+12 1.979514955939761123e+00 -7.366612245632736186e-03
1.318088083647486328e+12 1.979521980294563610e+00 -7.524952725507069035e-03
1.319666632250656982e+12 1.979498809999926001e+00 -7.681596304665020379e-03
1.321245180853827637e+12 1.979445475623083484e+00 -7.832515354426980783e-03
1.322823729456998291e+12 1.979361747279782202e+00 -7.973003615397395577e-03
1.324402278060168945e+12 1.979247597854062235e+00 -8.097220619375832332e-03
1.325980826663339600e+12 1.979103916231195415e+00 -8.197880426868140932e-03
1.327559375266510254e+12 1.978933495506944196e+00 -8.266224286397571425e-03
1.329137923869680908e+12 1.978742232245839894e+00 -8.292488928673902304e-03
1.330716472472851562e+12 1.978540315696316165e+00 -8.267097789921604850e-03
1.332295021076022217e+12 1.978342997110290602e+00 -8.182708845067415693e-03
1.333873569679192871e+12 1.978170379631990494e+00 -8.037031454501443462e-03
1.335452118282363525e+12 1.978045608947099021e+00 -7.835998344450196065e-03
1.337030666885534180e+12 1.977990889754079218e+00 -7.596410496215207434e-03
1.338609215488704834e+12 1.978021137276164243e+00 -7.346387060598306117e-03
1.340187764091875488e+12 1.978136664347818874e+00 -7.121123648645719638e-03
1.341766312695045898e+12 1.978319485653406540e+00 -6.952787772533291881e-03
1.343344861298216553e+12 1.978538560815444436e+00 -6.859156581013401387e-03
1.344923409901387207e+12 1.978762047140060210e+00 -6.839816694193440010e-03
1.346501958504557861e+12 1.978967058687592262e+00 -6.882085557384631097e-03
1.348080507107728516e+12 1.979141585294140526e+00 -6.969683051820151423e-03
1.349659055710899170e+12 1.979281438263689408e+00 -7.088133362196736946e-03
1.351237604314069824e+12 1.979386554819579702e+00 -7.226409909740510833e-03
1.352816152917240479e+12 1.979458455521788451e+00 -7.376624754737572814e-03
1.354394701520411133e+12 1.979498871272364235e+00 -7.533138223091363078e-03
1.355973250123581787e+12 1.979509115567421373e+00 -7.691662280691718284e-03
1.357551798726752441e+12 1.979489869850153960e+00 -7.848491912022829628e-03
1.359130347329923096e+12 1.979441215664618392e+00 -7.999846021921898018e-03
1.360708895933093750e+12 1.979362869488947574e+00 -8.141280740484166042e-03
1.362287444536264404e+12 1.979254648696183061e+00 -8.267177759146987145e-03
1.363865993139435059e+12 1.979117223314956764e+00 -8.370382757803119730e-03
1.365444541742605713e+12 1.978953176229733435e+00 -8.442158953135159294e-03
1.367023090345776367e+12 1.978768285108246205e+00 -8.472695573519367987e-03
1.368601638948947021e+12 1.978572754970140180e+00 -8.452410672316938711e-03
1.370180187552117676e+12 1.978381926025486903e+00 -8.374150347504610500e-03
1.371758736155288330e+12 1.978215855568681514e+00 -8.236103429860834255e-03
1.373337284758458984e+12 1.978097193833432632e+00 -8.044878816877395686e-03
1.374915833361629395e+12 1.978046953913766837e+00 -7.817744491122751577e-03
1.376494381964800049e+12 1.978078311520308219e+00 -7.582405557515807352e-03
1.378072930567970703e+12 1.978190137119582692e+00 -7.372270961098209910e-03
1.379651479171141357e+12 1.978364512524117380e+00 -7.216837866683021609e-03
1.381230027774312012e+12 1.978572286898282462e+00 -7.131866274886784936e-03
1.382808576377482666e+12 1.978784128440645995e+00 -7.116676522745982517e-03
1.384387124980653320e+12 1.978978908037082318e+00 -7.159659723772594450e-03
1.385965673583823975e+12 1.979145302644404136e+00 -7.245912849476002747e-03
1.387544222186994629e+12 1.979279152279829423e+00 -7.362052031837929000e-03
1.389122770790165283e+12 1.979380194252263747e+00 -7.497794744604427929e-03
1.390701319393335938e+12 1.979449727302040607e+00 -7.645791509378394371e-03
1.392279867996506592e+12 1.979489272204173700e+00 -7.800878677835830673e-03
1.393858416599677246e+12 1.979499891808522927e+00 -7.959264626712543589e-03
1.395436965202847900e+12 1.979481892249086883e+00 -8.117778822561380961e-03
1.397015513806018555e+12 1.979434768220317498e+00 -8.273169349748820539e-03
1.398594062409189209e+12 1.979357371840555047e+00 -8.421412931376917946e-03
1.400172611012359863e+12 1.979248364510288072e+00 -8.557043712224854035e-03
1.401751159615530518e+12 1.979107047453197765e+00 -8.672596601981736458e-03
1.403329708218701172e+12 1.978934631327004645e+00 -8.758385305729666018e-03
1.404908256821871826e+12 1.978735859022886956e+00 -8.802948861129910110e-03
1.406486805425042236e+12 1.978520633581954735e+00 -8.794507392507667012e-03
1.408065354028212891e+12 1.978305015163107194e+00 -8.723562610885252783e-03
1.409643902631383545e+12 1.978110816636533986e+00 -8.586355113251785062e-03
1.411222451234554199e+12 1.977963176981525129e+00 -8.388400112779926740e-03
1.412800999837724854e+12 1.977885876481090044e+00 -8.146919015807000536e-03
1.414379548440895508e+12 1.977894766382994440e+00 -7.890600494755232661e-03
1.415958097044066162e+12 1.977991005535369107e+00 -7.654885118819092747e-03
1.417536645647236816e+12 1.978158025810336840e+00 -7.472359214558734093e-03
1.419115194250407471e+12 1.978366334035212892e+00 -7.362362687447587470e-03
1.420693742853578125e+12 1.978584471711503756e+00 -7.327063549848685658e-03
1.422272291456748779e+12 1.978788321085011681e+00 -7.356101346878762999e-03
1.423850840059919434e+12 1.978963780111678838e+00 -7.434332800528600967e-03
1.425429388663090088e+12 1.979104620489883226e+00 -7.547249292449790745e-03
1.427007937266260742e+12 1.979209233395502920e+00 -7.683066750295210190e-03
1.428586485869431396e+12 1.979278140295492650e+00 -7.832812433991880388e-03
1.430165034472602051e+12 1.979312523163677673e+00 -7.989656808360135268e-03
1.431743583075772705e+12 1.979313492962509580e+00 -8.148101602046252737e-03
1.433322131678943359e+12 1.979281820386224133e+00 -8.303222586180658560e-03
1.434900680282114014e+12 1.979217977166024989e+00 -8.450002982430258533e-03
1.436479228885284668e+12 1.979122438725051447e+00 -8.582766884164906573e-03
1.438057777488455322e+12 1.978996252807505574e+00 -8.694758922412634469e-03
1.439636326091625732e+12 1.978841877702370189e+00 -8.777980270627993437e-03
1.441214874694796387e+12 1.978664230218543763e+00 -8.823450952118188154e-03
1.442793423297967041e+12 1.978471760671205226e+00 -8.822081421229239703e-03
1.444371971901137695e+12 1.978277225654720972e+00 -8.766257273951087031e-03
1.445950520504308350e+12 1.978097729333745392e+00 -8.652058211332532001e-03
1.447529069107479004e+12 1.977953607718188067e+00 -8.481793451114051988e-03
1.449107617710649658e+12 1.977865823125656952e+00 -8.266292795950312342e-03
1.450686166313820312e+12 1.977851698367535382e+00 -8.026076083075768530e-03
1.452264714916990967e+12 1.977919329439600471e+00 -7.790005978922547210e-03
1.453843263520161621e+12 1.978062534250938143e+00 -7.589839160732705058e-03
1.455421812123332275e+12 1.978260241840562372e+00 -7.451098102327630493e-03
1.457000360726502930e+12 1.978483047712102261e+00 -7.385170215268930215e-03
1.458578909329673584e+12 1.978703374990594011e+00 -7.388539783467165667e-03
1.460157457932844238e+12 1.978902096073519301e+00 -7.448677807267465451e-03
1.461736006536014893e+12 1.979069098662266768e+00 -7.550845666768085662e-03
1.463314555139185547e+12 1.979200557423850038e+00 -7.682029381140029201e-03
1.464893103742356201e+12 1.979295967497069597e+00 -7.832055337277550600e-03
1.466471652345526855e+12 1.979356114126307409e+00 -7.993253943855568866e-03
1.468050200948697510e+12 1.979381968390878876e+00 -8.159663361416267732e-03
1.469628749551868164e+12 1.979374211653250670e+00 -8.326202181666977897e-03
1.471207298155038574e+12 1.979333159729240066e+00 -8.487934181321227928e-03
1.472785846758209229e+12 1.979258976280288351e+00 -8.639448445087898054e-03
1.474364395361379883e+12 1.979152144529104040e+00 -8.774382206638318277e-03
1.475942943964550537e+12 1.979014191144264689e+00 -8.885161957455834161e-03
1.477521492567721191e+12 1.978848621906219574e+00 -8.963093867692313935e-03
1.479100041170891846e+12 1.978661938258479580e+00 -8.998959386054716791e-03
1.480678589774062500e+12 1.978464483211787028e+00 -8.984225234647485667e-03
1.482257138377233154e+12 1.978270772583776482e+00 -8.912840731737457084e-03
1.483835686980403809e+12 1.978098964815420358e+00 -8.783405528118841399e-03
1.485414235583574463e+12 1.977969212049525805e+00 -8.601321537760997504e-03
1.486992784186745117e+12 1.977900743366924674e+00 -8.380406463840426104e-03
1.488571332789915771e+12 1.977907660110507004e+00 -8.143199042000974150e-03
1.490149881393086426e+12 1.977993945682508858e+00 -7.918732539318677766e-03
1.491728429996257080e+12 1.978149684144431486e+00 -7.736613120142514684e-03
1.493306978599427734e+12 1.978352002428475087e+00 -7.618527053971427092e-03
1.494885527202598389e+12 1.978572235106821120e+00 -7.572122404259978498e-03
1.496464075805769043e+12 1.978785071361835790e+00 -7.591777453285195043e-03
1.498042624408939697e+12 1.978973631949311418e+00 -7.664599702295823297e-03
1.499621173012110352e+12 1.979129242326224114e+00 -7.776416243332900241e-03
1.501199721615281006e+12 1.979248708707661120e+00 -7.914958096049329664e-03
1.502778270218451660e+12 1.979331638886631550e+00 -8.070609685535653707e-03
1.504356818821622070e+12 1.979378676704441897e+00 -8.235965067674875725e-03
1.505935367424792725e+12 1.979390582863419290e+00 -8.405028384995258048e-03
1.507513916027963379e+12 1.979367894454443055e+00 -8.572415838111991163e-03
1.509092464631134033e+12 1.979310966409169481e+00 -8.732669643480201610e-03
1.510671013234304688e+12 1.979220296708650739e+00 -8.879721015779381416e-03
1.512249561837475342e+12 1.979097093112074823e+00 -9.006549848285957949e-03
1.513828110440645996e+12 1.978944040390152814e+00 -9.105127545466922684e-03
1.515406659043816650e+12 1.978766176604618732e+00 -9.166757409922263872e-03
1.516985207646987305e+12 1.978571702512813113e+00 -9.182909320859614435e-03
1.518563756250157959e+12 1.978372469915615106e+00 -9.146560751312328083e-03
1.520142304853328613e+12 1.978183874351353122e+00 -9.053919560575740891e-03
1.521720853456499268e+12 1.978023936856595499e+00 -8.906272214710764593e-03
1.523299402059669922e+12 1.977911451790066222e+00 -8.711622364943159488e-03
1.524877950662840576e+12 1.977863127729662995e+00 -8.485705277129508214e-03
1.526456499266011230e+12 1.977889732741834106e+00 -8.251709205356972179e-03
1.528035047869181885e+12 1.977991809146332436e+00 -8.037607388121065233e-03
1.529613596472352539e+12 1.978156959006805105e+00 -7.870260937520431530e-03
1.531192145075523193e+12 1.978361756060295740e+00 -7.767822881845219858e-03
1.532770693678693848e+12 1.978578897177259543e+00 -7.735088986133878755e-03
1.534349242281864502e+12 1.978785239976835975e+00 -7.765148676805334362e-03
1.535927790885034912e+12 1.978965727923735596e+00 -7.845128884087001347e-03
1.537506339488205566e+12 1.979112741089695815e+00 -7.961432890522326944e-03
1.539084888091376221e+12 1.979223509437920470e+00 -8.102368250835783117e-03
1.540663436694546875e+12 1.979297714844418188e+00 -8.258665909351248918e-03
1.542241985297717529e+12 1.979335955017075710e+00 -8.422997601673120824e-03
1.543820533900888184e+12 1.979338980805609216e+00 -8.589212510411047344e-03
1.545399082504058838e+12 1.979307466299070395e+00 -8.751603811048454251e-03
1.546977631107229492e+12 1.979242134499880956e+00 -8.904310159497474605e-03
1.548556179710400146e+12 1.979144140555648912e+00 -9.040897537120303959e-03
1.550134728313570801e+12 1.979015652268835135e+00 -9.154173946667100437e-03
1.551713276916741455e+12 1.978860557401715958e+00 -9.236311520425520907e-03
1.553291825519912109e+12 1.978685179864879684e+00 -9.279352646233177473e-03
1.554870374123082764e+12 1.978498827411356631e+00 -9.276135297422929624e-03
1.556448922726253418e+12 1.978313959215719287e+00 -9.221585822166474683e-03
1.558027471329424072e+12 1.978145782112523898e+00 -9.114224533850119256e-03
1.559606019932594727e+12 1.978011148841301470e+00 -8.957655688608004083e-03
1.561184568535765381e+12 1.977926683557396093e+00 -8.761774358200427604e-03
1.562763117138936035e+12 1.977906067452234629e+00 -8.543325764690324134e-03
1.564341665742106689e+12 1.977956536995885362e+00 -8.325159009381851577e-03
1.565920214345277344e+12 1.978075308850727909e+00 -8.133182210416058794e-03
1.567498762948447998e+12 1.978247976428196830e+00 -7.990595413224207966e-03
1.569077311551618408e+12 1.978451348570000823e+00 -7.911391350748992607e-03
1.570655860154789062e+12 1.978660362892427527e+00 -7.897303987757467447e-03
1.572234408757959717e+12 1.978854777379926322e+00 -7.940250418600854759e-03
1.573812957361130371e+12 1.979021875592508861e+00 -8.027627477984267471e-03
1.575391505964301025e+12 1.979155458032386683e+00 -8.146670110358819258e-03
1.576970054567471680e+12 1.979253482519556684e+00 -8.286486538747936045e-03
1.578548603170642334e+12 1.979316013226598336e+00 -8.438369256783538261e-03
1.580127151773812988e+12 1.979343943991601629e+00 -8.595323200201532635e-03
1.581705700376983643e+12 1.979338386233728375e+00 -8.751396259954800569e-03
1.583284248980154297e+12 1.979300509356598736e+00 -8.901062717491713128e-03
1.584862797583324951e+12 1.979231677706551729e+00 -9.038745720340616088e-03
1.586441346186495605e+12 1.979133791811500620e+00 -9.158515702580713111e-03
1.588019894789666260e+12 1.979009771248493754e+00 -9.254003237432570361e-03
1.589598443392836914e+12 1.978864109920209557e+00 -9.318576248518053648e-03
1.591176991996007568e+12 1.978703402660086708e+00 -9.345827480306354712e-03
1.592755540599178223e+12 1.978536704204822749e+00 -9.330384742296415901e-03
1.594334089202348877e+12 1.978375560959526824e+00 -9.268995284197946785e-03
1.595912637805519531e+12 1.978233566410997568e+00 -9.161765322698245395e-03
1.597491186408690186e+12 1.978125321174147411e+00 -9.013375656057778101e-03
1.599069735011860840e+12 1.978064700670025822e+00 -8.834028260728057913e-03
1.600648283615031250e+12 1.978062368242145430e+00 -8.639732584546947966e-03
1.602226832218201904e+12 1.978122698273402147e+00 -8.451268410216400406e-03
1.603805380821372559e+12 1.978240989917634085e+00 -8.291046066639776863e-03
1.605383929424543213e+12 1.978402851553307418e+00 -8.177934600476666205e-03
1.606962478027713867e+12 1.978587395084807854e+00 -8.122208025723089142e-03
1.608541026630884521e+12 1.978773182857663127e+00 -8.123850455170535112e-03
1.610119575234055176e+12 1.978943319493575492e+00 -8.175106881003556258e-03
1.611698123837225830e+12 1.979087218050042507e+00 -8.264824976663044317e-03
1.613276672440396484e+12 1.979199615570298443e+00 -8.381820465602296197e-03
1.614855221043567139e+12 1.979278669924501743e+00 -8.516411783408065622e-03
1.616433769646737793e+12 1.979324341058656955e+00 -8.660636457710048017e-03
1.618012318249908447e+12 1.979337390416760156e+00 -8.807864402850361027e-03
1.619590866853079102e+12 1.979318917568869463e+00 -8.952258282557065683e-03
1.621169415456249756e+12 1.979270273360480115e+00 -9.088286002037582884e-03
1.622747964059420410e+12 1.979193224044003108e+00 -9.210367095484943423e-03
1.624326512662591064e+12 1.979090281709232624e+00 -9.312694958463867134e-03
1.625905061265761719e+12 1.978965131516985387e+00 -9.389272254738014259e-03
1.627483609868932373e+12 1.978823075822513822e+00 -9.434194983810045496e-03
1.629062158472103027e+12 1.978671391590064221e+00 -9.442203013928229804e-03
1.630640707075273682e+12 1.978519478442938295e+00 -9.409475759066868866e-03
1.632219255678444336e+12 1.978378675541241138e+00 -9.334599817647191988e-03
1.633797804281614746e+12 1.978261646717789812e+00 -9.219587774256349580e-03
1.635376352884785400e+12 1.978181255978035846e+00 -9.070788350093450525e-03
1.636954901487956055e+12 1.978148865669296486e+00 -8.899462718379309509e-03
1.638533450091126709e+12 1.978172045807158774e+00 -8.721644649747449171e-03
1.640111998694297363e+12 1.978251979207291900e+00 -8.556680852101990198e-03
1.641690547297468018e+12 1.978381556452146528e+00 -8.423935016151684607e-03
1.643269095900638672e+12 1.978545806861793155e+00 -8.338180914714308362e-03
1.644847644503809326e+12 1.978725529008486195e+00 -8.305908837693330368e-03
1.646426193106979980e+12 1.978902506723638988e+00 -8.324945520187870471e-03
1.648004741710150635e+12 1.979063269625471078e+00 -8.387329968151450293e-03
1.649583290313321289e+12 1.979199937567164280e+00 -8.483094000742512006e-03
1.651161838916491943e+12 1.979309009659889318e+00 -8.602925689214092897e-03
1.652740387519662598e+12 1.979389586249566957e+00 -8.739289678905243566e-03
1.654318936122833252e+12 1.979441883539055480e+00 -8.886495850016599973e-03
1.655897484726003906e+12 1.979466246178722244e+00 -9.040266205907114203e-03
1.657476033329174561e+12 1.979462584837010430e+00 -9.197115147042297240e-03
1.659054581932345215e+12 1.979430139172075886e+00 -9.353664865907905523e-03
1.660633130535515869e+12 1.979367530284419585e+00 -9.505932230225751581e-03
1.662211679138686523e+12 1.979273137897419099e+00 -9.648627600099969615e-03
1.663790227741857178e+12 1.979145873734933891e+00 -9.774577249215996369e-03
1.665368776345027588e+12 1.978986383192462339e+00 -9.874493076215353285e-03
1.666947324948198242e+12 1.978798553787729286e+00 -9.937406448553254626e-03
1.668525873551368896e+12 1.978590950022621087e+00 -9.952050084737748548e-03
1.670104422154539551e+12 1.978377549579739103e+00 -9.909210100698829377e-03
1.671682970757710205e+12 1.978177141930211880e+00 -9.804610522121476324e-03
1.673261519360880859e+12 1.978011107817196912e+00 -9.641482330772997364e-03
1.674840067964051514e+12 1.977899874126802127e+00 -9.431914338141243748e-03
1.676418616567222168e+12 1.977858758594337463e+00 -9.196399072022288373e-03
1.677997165170392822e+12 1.977894042113838013e+00 -8.961319672913877973e-03
1.679575713773563477e+12 1.978000313629436180e+00 -8.754305290289731908e-03
1.681154262376734131e+12 1.978160635328578998e+00 -8.598042899112309095e-03
1.682732810979904785e+12 1.978350721342065688e+00 -8.504793726635423781e-03
1.684311359583075439e+12 1.978545823191660613e+00 -8.474742546194959439e-03
1.685889908186246094e+12 1.978726565529667969e+00 -8.498983516313054695e-03
1.687468456789416748e+12 1.978881094399466800e+00 -8.564540626261593625e-03
1.689047005392587402e+12 1.979004079813948991e+00 -8.658399273471423241e-03
1.690625553995758057e+12 1.979094549993151153e+00 -8.769517864330425919e-03
1.692204102598928711e+12 1.979153925740113840e+00 -8.889315913997069066e-03
1.693782651202099365e+12 1.979184672078711849e+00 -9.011414070225405928e-03
1.695361199805270020e+12 1.979189499674118835e+00 -9.131128495325754879e-03
1.696939748408440674e+12 1.979170941663434879e+00 -9.244941466912343433e-03
1.698518297011611084e+12 1.979131170673470219e+00 -9.350013821191421187e-03
1.700096845614781738e+12 1.979071985721615023e+00 -9.443743787900547859e-03
1.701675394217952393e+12 1.978994952550322317e+00 -9.523369292620154081e-03
1.703253942821123047e+12 1.978901715539665096e+00 -9.585635116157766034e-03
1.704832491424293701e+12 1.978794507252881196e+00 -9.626593271678281563e-03
1.706411040027464355e+12 1.978676847950869622e+00 -9.641663489647525620e-03
1.707989588630635010e+12 1.978554335452891388e+00 -9.626122998642353684e-03
1.709568137233805664e+12 1.978435277725919317e+00 -9.576169681492810795e-03
1.711146685836976318e+12 1.978330765516701284e+00 -9.490551565644994234e-03
1.712725234440146973e+12 1.978253726522076761e+00 -9.372457249745381330e-03
1.714303783043317627e+12 1.978216678430318787e+00 -9.230982996700939219e-03
1.715882331646488281e+12 1.978228401475084164e+00 -9.081213109536752370e-03
1.717460880249658936e+12 1.978290549277347932e+00 -8.942078210612247266e-03
1.719039428852829590e+12 1.978395930286186655e+00 -8.832055229286725137e-03
1.720617977456000244e+12 1.978529921148091120e+00 -8.764333989685128140e-03
1.722196526059170898e+12 1.978674655279927919e+00 -8.743973742571964358e-03
1.723775074662341553e+12 1.978813651938174267e+00 -8.768353471901848759e-03
1.725353623265512207e+12 1.978934622162444423e+00 -8.829883231604039942e-03
1.726932171868682861e+12 1.979029998205845908e+00 -8.918977419803311713e-03
1.728510720471853516e+12 1.979096098292879580e+00 -9.026085190351605669e-03
1.730089269075023926e+12 1.979131934760522071e+00 -9.142650167482287149e-03
1.731667817678194580e+12 1.979138200625020882e+00 -9.261349427735945938e-03
1.733246366281365234e+12 1.979116580690859273e+00 -9.375969479058412354e-03
1.734824914884535889e+12 1.979069362709631408e+00 -9.481147936781257266e-03
1.736403463487706543e+12 1.978999284935820446e+00 -9.572103802108718196e-03
1.737982012090877197e+12 1.978909563270217387e+00 -9.644423893067795989e-03
1.739560560694047852e+12 1.978804051938095387e+00 -9.693952993033062501e-03
1.741139109297218506e+12 1.978687491136828180e+00 -9.716832034508265936e-03
1.742717657900389160e+12 1.978565779898928012e+00 -9.709727203630348288e-03
1.744296206503559814e+12 1.978446185155102510e+00 -9.670281174449844516e-03
1.745874755106730469e+12 1.978337366009455422e+00 -9.597786301741895870e-03
1.747453303709901123e+12 1.978249066589780281e+00 -9.494022249509131636e-03
1.749031852313071777e+12 1.978191325745040530e+00 -9.364112446811363039e-03
1.750610400916242432e+12 1.978173092675458378e+00 -9.217128847704106342e-03
1.752188949519413086e+12 1.978200283303420459e+00 -9.066021322927884582e-03
1.753767498122583740e+12 1.978273655770573791e+00 -8.926363439794346433e-03
1.755346046725754395e+12 1.978387404199748012e+00 -8.813667425140721962e-03
1.756924595328925049e+12 1.978529615397576435e+00 -8.739888533966887543e-03
1.758503143932095703e+12 1.978684958515184444e+00 -8.710745080717317151e-03
1.760081692535266357e+12 1.978838393916581895e+00 -8.725334323716426449e-03
1.761660241138437012e+12 1.978977962479675279e+00 -8.777935900360045798e-03
1.763238789741607422e+12 1.979095706178239045e+00 -8.860549445397370577e-03
1.764817338344778076e+12 1.979187157583425449e+00 -8.964860372536518837e-03
1.766395886947948730e+12 1.979250303574872527e+00 -9.083243301681127521e-03
1.767974435551119385e+12 1.979284634608356575e+00 -9.209026661350747101e-03
1.769552984154290039e+12 1.979290495134365058e+00 -9.336362693118591127e-03
1.771131532757460693e+12 1.979268737378075294e+00 -9.459947909310338632e-03
1.772710081360631348e+12 1.979220620345342407e+00 -9.574728299930865966e-03
1.774288629963802002e+12 1.979147899277566403e+00 -9.675661781251055499e-03
1.775867178566972656e+12 1.979053062641519700e+00 -9.757590113385365346e-03
1.777445727170143311e+12 1.978939671830593383e+00 -9.815272287488702868e-03
1.779024275773313965e+12 1.978812738472730093e+00 -9.843631328468707350e-03
1.780602824376484619e+12 1.978679041536156147e+00 -9.838250751206294858e-03
1.782181372979655273e+12 1.978547255418263040e+00 -9.796116569841840926e-03
1.783759921582825928e+12 1.978427748210342729e+00 -9.716538112458464674e-03
1.785338470185996582e+12 1.978331926916972350e+00 -9.602108844497511675e-03
1.786917018789167236e+12 1.978271051371494726e+00 -9.459497601890271001e-03
1.788495567392337891e+12 1.978254512154437705e+00 -9.299782756912075912e-03
1.790074115995508545e+12 1.978287717132005019e+00 -9.137947015451146002e-03
1.791652664598679199e+12 1.978370054933330735e+00 -8.991125322751522542e-03
