# Frequency(Hz) Real(n) Imag(n)
2.388344036597182129e+12 1.981612398898359828e+00 -1.081186095911301423e-02
2.389922585200352539e+12 1.981692799019979301e+00 -1.083571417757563451e-02
2.391501133803523438e+12 1.981763021314884687e+00 -1.088189745191565048e-02
2.393079682406693848e+12 1.981816104676356050e+00 -1.094607350327414692e-02
2.394658231009864258e+12 1.981847099833305315e+00 -1.102157384374843896e-02
2.396236779613035156e+12 1.981853870387771277e+00 -1.110043106532495119e-02
2.397815328216205566e+12 1.981837311145043135e+00 -1.117464757260445973e-02
2.399393876819376465e+12 1.981800975379161667e+00 -1.123736955248362882e-02
2.400972425422546875e+12 1.981750269674886766e+00 -1.128370867582366432e-02
2.402550974025717773e+12 1.981691462277088478e+00 -1.131108732270092072e-02
2.404129522628888184e+12 1.981630755403184230e+00 -1.131912695997968309e-02
2.405708071232059082e+12 1.981573604475413308e+00 -1.130921381517642661e-02
2.407286619835229492e+12 1.981524357458990693e+00 -1.128392834693125145e-02
2.408865168438400391e+12 1.981486181261668422e+00 -1.124650714979038256e-02
2.410443717041570801e+12 1.981461176991522910e+00 -1.120044155451102239e-02
2.412022265644741699e+12 1.981450571398001959e+00 -1.114924378778546499e-02
2.413600814247912109e+12 1.981454893079819701e+00 -1.109635652409484904e-02
2.415179362851083008e+12 1.981474076883972479e+00 -1.104515264783127032e-02
2.416757911454253418e+12 1.981507473282630993e+00 -1.099896259584845666e-02
2.418336460057424316e+12 1.981553767539859567e+00 -1.096106696281212364e-02
2.419915008660594727e+12 1.981610840136105223e+00 -1.093459712337871252e-02
2.421493557263765625e+12 1.981675630297385915e+00 -1.092229998883222086e-02
2.423072105866936035e+12 1.981744096440234859e+00 -1.092615565654879439e-02
2.424650654470106445e+12 1.981811383775373470e+00 -1.094689847033587966e-02
2.426229203073277344e+12 1.981872279624953270e+00 -1.098357398060031097e-02
2.427807751676447754e+12 1.981921939993735782e+00 -1.103332397770369171e-02
2.429386300279618652e+12 1.981956731876669320e+00 -1.109156879232959039e-02
2.430964848882789062e+12 1.981974934398603727e+00 -1.115262713112373343e-02
2.432543397485959961e+12 1.981977056592225228e+00 -1.121063522505865231e-02
2.434121946089130371e+12 1.981965664662781235e+00 -1.126050182592733956e-02
2.435700494692301270e+12 1.981944791627447744e+00 -1.129863079764956840e-02
2.437279043295471680e+12 1.981919135205691296e+00 -1.132324845265457285e-02
2.438857591898642578e+12 1.981893284583960968e+00 -1.133432473073540947e-02
2.440436140501812988e+12 1.981871157185181476e+00 -1.133320437703453851e-02
2.442014689104983887e+12 1.981855716853079485e+00 -1.132212099372956714e-02
2.443593237708154297e+12 1.981848940587846775e+00 -1.130374872326073143e-02
2.445171786311325195e+12 1.981851940257458811e+00 -1.128088268281040793e-02
2.446750334914495605e+12 1.981865135314568871e+00 -1.125626918193500629e-02
2.448328883517666504e+12 1.981888395705136752e+00 -1.123255633600290897e-02
2.449907432120836914e+12 1.981921108712606516e+00 -1.121231092151282575e-02
2.451485980724007812e+12 1.981962155317967378e+00 -1.119804086111019642e-02
2.453064529327178223e+12 1.982009807920156685e+00 -1.119216469983920145e-02
2.454643077930349121e+12 1.982061586636795214e+00 -1.119687519368721754e-02
2.456221626533519531e+12 1.982114141602320245e+00 -1.121385769415906945e-02
2.457800175136689941e+12 1.982163262504014645e+00 -1.124385743039454238e-02
2.459378723739860840e+12 1.982204137505166663e+00 -1.128615610750135709e-02
2.460957272343031250e+12 1.982231957299007252e+00 -1.133811453657234368e-02
2.462535820946202148e+12 1.982242851047815169e+00 -1.139502410394494306e-02
2.464114369549372559e+12 1.982234955263382226e+00 -1.145050776356493910e-02
2.465692918152543457e+12 1.982209238818479990e+00 -1.149755371383617136e-02
2.467271466755713867e+12 1.982169675830541156e+00 -1.152997636264655422e-02
2.468850015358884766e+12 1.982122562071837457e+00 -1.154382889985497603e-02
2.470428563962055176e+12 1.982075143024084829e+00 -1.153823316400231017e-02
2.472007112565226074e+12 1.982034046896948620e+00 -1.151532600581149299e-02
2.473585661168396484e+12 1.982004081235478443e+00 -1.147942029026238937e-02
2.475164209771567383e+12 1.981987725286681101e+00 -1.143579265561365729e-02
2.476742758374737793e+12 1.981985303878371019e+00 -1.138956777432964702e-02
2.478321306977908691e+12 1.981995579646041783e+00 -1.134499772830500561e-02
2.479899855581079102e+12 1.982016445779444913e+00 -1.130519415350330660e-02
2.481478404184250000e+12 1.982045492855510904e+00 -1.127220086858056816e-02
2.483056952787420410e+12 1.982080356591085835e+00 -1.124723886059712102e-02
2.484635501390591309e+12 1.982118854501725647e+00 -1.123098022298775998e-02
2.486214049993761719e+12 1.982158968797923526e+00 -1.122376054823397661e-02
2.487792598596932617e+12 1.982198744786047628e+00 -1.122568618637280816e-02
2.489371147200103027e+12 1.982236170386216134e+00 -1.123662385672807330e-02
2.490949695803273438e+12 1.982269097609837605e+00 -1.125608084052846965e-02
2.492528244406444336e+12 1.982295264203264518e+00 -1.128300495071314635e-02
2.494106793009614746e+12 1.982312466050305311e+00 -1.131556257263190320e-02
2.495685341612785645e+12 1.982318904351011213e+00 -1.135098869360196515e-02
2.497263890215956055e+12 1.982313673785829122e+00 -1.138562815862312165e-02
2.498842438819126953e+12 1.982297273391135706e+00 -1.141527203695850631e-02
2.500420987422297363e+12 1.982271945598458984e+00 -1.143581081409309093e-02
2.501999536025468262e+12 1.982241639150688739e+00 -1.144408605114530936e-02
2.503578084628638672e+12 1.982211491575900153e+00 -1.143868658243169488e-02
2.505156633231809570e+12 1.982186915873211275e+00 -1.142039456769718825e-02
2.506735181834979980e+12 1.982172559877616314e+00 -1.139209253092851072e-02
2.508313730438150879e+12 1.982171474117855547e+00 -1.135815449934519591e-02
2.509892279041321289e+12 1.982184730084284974e+00 -1.132354673710505785e-02
2.511470827644492188e+12 1.982211533210875398e+00 -1.129294650177422622e-02
2.513049376247662598e+12 1.982249688437178747e+00 -1.127012231388127388e-02
2.514627924850833496e+12 1.982296190492030430e+00 -1.125766712094285193e-02
2.516206473454003906e+12 1.982347739692525534e+00 -1.125703016419272312e-02
2.517785022057174805e+12 1.982401077494247099e+00 -1.126871604411553221e-02
2.519363570660345215e+12 1.982453131592758266e+00 -1.129251569076412075e-02
2.520942119263516113e+12 1.982501022370156463e+00 -1.132767288507367971e-02
2.522520667866686523e+12 1.982542008334993611e+00 -1.137293871821363524e-02
2.524099216469856934e+12 1.982573451690491817e+00 -1.142650876208802652e-02
2.525677765073027832e+12 1.982592878234680445e+00 -1.148587382591739064e-02
2.527256313676198242e+12 1.982598189722194038e+00 -1.154765108692890063e-02
2.528834862279369141e+12 1.982588052745758889e+00 -1.160749883066160976e-02
2.530413410882539551e+12 1.982562425500450587e+00 -1.166024182902423122e-02
2.531991959485710449e+12 1.982523095311645944e+00 -1.170031778453434548e-02
2.533570508088880859e+12 1.982474017269941768e+00 -1.172257091503777805e-02
2.535149056692051758e+12 1.982421226527570468e+00 -1.172327038777045728e-02
2.536727605295222168e+12 1.982372194314336644e+00 -1.170107837743924496e-02
2.538306153898393066e+12 1.982334698464081946e+00 -1.165763147388317565e-02
2.539884702501563477e+12 1.982315489298709821e+00 -1.159749376690065621e-02
2.541463251104734375e+12 1.982319131773041310e+00 -1.152745781718044100e-02
2.543041799707904785e+12 1.982347340920109779e+00 -1.145539814169721504e-02
2.544620348311075684e+12 1.982398944535132213e+00 -1.138901286185089318e-02
2.546198896914246094e+12 1.982470398438847203e+00 -1.133478419125342682e-02
2.547777445517416992e+12 1.982556625662591054e+00 -1.129737287577637327e-02
2.549355994120587402e+12 1.982651896150556592e+00 -1.127949188635243329e-02
2.550934542723758301e+12 1.982750514686820509e+00 -1.128214853934882828e-02
2.552513091326928711e+12 1.982847205285104719e+00 -1.130505956632405114e-02
2.554091639930099121e+12 1.982937206838107036e+00 -1.134704709058937701e-02
2.555670188533270020e+12 1.983016178354023440e+00 -1.140628509892423204e-02
2.557248737136440430e+12 1.983080043768313372e+00 -1.148034145376508088e-02
2.558827285739611328e+12 1.983124905373869762e+00 -1.156602484029785154e-02
2.560405834342781738e+12 1.983147140167794475e+00 -1.165910051269788972e-02
2.561984382945952637e+12 1.983143765054128815e+00 -1.175399507389123313e-02
2.563562931549123047e+12 1.983113096365759942e+00 -1.184366946027228321e-02
2.565141480152293945e+12 1.983055616255754883e+00 -1.191987349442765083e-02
2.566720028755464355e+12 1.982974802753937116e+00 -1.197394975266981298e-02
2.568298577358635254e+12 1.982877551743835953e+00 -1.199818118011500290e-02
2.569877125961805664e+12 1.982773835690373243e+00 -1.198740278776815396e-02
2.571455674564976562e+12 1.982675481361262149e+00 -1.194036606097358295e-02
2.573034223168146973e+12 1.982594326246179595e+00 -1.186034169352041291e-02
2.574612771771317871e+12 1.982540300419786128e+00 -1.175472712409758765e-02
2.576191320374488281e+12 1.982519983969967203e+00 -1.163382218091894502e-02
2.577769868977659180e+12 1.982535938069731829e+00 -1.150919582476160954e-02
2.579348417580829590e+12 1.982586805946475073e+00 -1.139208175523966603e-02
2.580926966184000488e+12 1.982667996936151145e+00 -1.129210352349688251e-02
2.582505514787170898e+12 1.982772710610268607e+00 -1.121648339795223125e-02
2.584084063390341797e+12 1.982893050722776884e+00 -1.116978101678659310e-02
2.585662611993512207e+12 1.983020987333415031e+00 -1.115410403943382055e-02
2.587241160596682617e+12 1.983148981791234444e+00 -1.116962282325381292e-02
2.588819709199853516e+12 1.983270208567086801e+00 -1.121515242398513079e-02
2.590398257803023926e+12 1.983378444534236618e+00 -1.128857931758083140e-02
2.591976806406194824e+12 1.983467792484928882e+00 -1.138699038299653687e-02
2.593555355009365234e+12 1.983532447076732819e+00 -1.150646252962306444e-02
2.595133903612536133e+12 1.983566717680437685e+00 -1.164157209529336975e-02
2.596712452215706543e+12 1.983565500953997862e+00 -1.178479687727158713e-02
2.598291000818877441e+12 1.983525311970995020e+00 -1.192612057319731959e-02
2.599869549422047852e+12 1.983445777241167995e+00 -1.205326295565521157e-02
2.601448098025218750e+12 1.983331157815783730e+00 -1.215291770147112517e-02
2.603026646628389160e+12 1.983191155486957680e+00 -1.221303485246283578e-02
2.604605195231560059e+12 1.983040272523262093e+00 -1.222557066845029322e-02
2.606183743834730469e+12 1.982895563893163793e+00 -1.218862319094170775e-02
2.607762292437901367e+12 1.982773489899823494e+00 -1.210698239697247450e-02
2.609340841041071777e+12 1.982687080326083873e+00 -1.199091024211352587e-02
2.610919389644242676e+12 1.982644337379800614e+00 -1.185383647066187013e-02
2.612497938247413086e+12 1.982648037172260569e+00 -1.170995819155532663e-02
2.614076486850583984e+12 1.982696487446050870e+00 -1.157240888758165505e-02
2.615655035453754395e+12 1.982784679903743408e+00 -1.145215660763709842e-02
2.617233584056925293e+12 1.982905480441816914e+00 -1.135749286249089843e-02
2.618812132660095703e+12 1.983050723547311600e+00 -1.129394621932664107e-02
2.620390681263266113e+12 1.983212155385275066e+00 -1.126453919539496633e-02
2.621969229866437012e+12 1.983382137415510948e+00 -1.127034108477722486e-02
2.623547778469607422e+12 1.983553997577863326e+00 -1.131121610422093464e-02
2.625126327072778320e+12 1.983721962918037596e+00 -1.138659743856359867e-02
2.626704875675948730e+12 1.983880690880394315e+00 -1.149610107732589558e-02
2.628283424279119629e+12 1.984024473921850662e+00 -1.163981883016998974e-02
2.629861972882290039e+12 1.984146214381631523e+00 -1.181813886502780520e-02
2.631440521485460938e+12 1.984236310962478322e+00 -1.203089466488779097e-02
2.633019070088631348e+12 1.984281761901105723e+00 -1.227556490286456532e-02
2.634597618691802246e+12 1.984266172814779017e+00 -1.254427574245587859e-02
2.636176167294972656e+12 1.984171946519131202e+00 -1.281982154308474939e-02
2.637754715898143555e+12 1.983986260302090576e+00 -1.307230246269242523e-02
2.639333264501313965e+12 1.983711111678324146e+00 -1.326023540296992348e-02
2.640911813104484863e+12 1.983373162119773214e+00 -1.334079053240860673e-02
2.642490361707655273e+12 1.983023796100670255e+00 -1.328834144046291653e-02
2.644068910310826172e+12 1.982723158970368882e+00 -1.310960169996736556e-02
2.645647458913996582e+12 1.982516955992815078e+00 -1.284168316852478745e-02
2.647226007517167480e+12 1.982423249957966149e+00 -1.253468668071754458e-02
2.648804556120337891e+12 1.982435268536539175e+00 -1.223364356661189520e-02
2.650383104723508789e+12 1.982532193008315291e+00 -1.196986194571196017e-02
2.651961653326679199e+12 1.982688827508608531e+00 -1.176075006837427710e-02
2.653540201929849609e+12 1.982881083399891997e+00 -1.161311687555217562e-02
2.655118750533020508e+12 1.983088239912100814e+00 -1.152663421122556917e-02
2.656697299136190918e+12 1.983293582850041759e+00 -1.149648932161409683e-02
2.658275847739361816e+12 1.983484331055835215e+00 -1.151531261543886457e-02
2.659854396342532227e+12 1.983651177546806643e+00 -1.157456553788671801e-02
2.661432944945703125e+12 1.983787603563524238e+00 -1.166543306931251515e-02
2.663011493548873535e+12 1.983889150425979242e+00 -1.177923209211526392e-02
2.664590042152044434e+12 1.983952844183780373e+00 -1.190741564684529886e-02
2.666168590755214844e+12 1.983976916924063971e+00 -1.204132710108747964e-02
2.667747139358385742e+12 1.983960891430923912e+00 -1.217189919810147090e-02
2.669325687961556152e+12 1.983906011668336911e+00 -1.228950997750919392e-02
2.670904236564727051e+12 1.983815900167702484e+00 -1.238420178481684612e-02
2.672482785167897461e+12 1.983697201063199689e+00 -1.244641091033772684e-02
2.674061333771068359e+12 1.983559864843368770e+00 -1.246820367035954454e-02
2.675639882374238770e+12 1.983416738036602345e+00 -1.244477560890053583e-02
2.677218430977409668e+12 1.983282317780906912e+00 -1.237574680669305087e-02
2.678796979580580078e+12 1.983170879970276967e+00 -1.226574777322318906e-02
2.680375528183750977e+12 1.983094495574379890e+00 -1.212402958282384792e-02
2.681954076786921387e+12 1.983061494161305616e+00 -1.196323120961477644e-02
2.683532625390091797e+12 1.983075684198193134e+00 -1.179773339979565960e-02
2.685111173993262695e+12 1.983136292339375606e+00 -1.164204597818090450e-02
2.686689722596433105e+12 1.983238378365619781e+00 -1.150946964874168151e-02
2.688268271199604004e+12 1.983373503506671742e+00 -1.141104760982461670e-02
2.689846819802774414e+12 1.983530575762225912e+00 -1.135474367226907248e-02
2.691425368405945312e+12 1.983696888253541735e+00 -1.134486379019408568e-02
2.693003917009115723e+12 1.983859304123809286e+00 -1.138183743385595172e-02
2.694582465612286621e+12 1.984005400354821980e+00 -1.146243576124979062e-02
2.696161014215457031e+12 1.984124346785199444e+00 -1.158032693417943883e-02
2.697739562818627930e+12 1.984207441809276551e+00 -1.172672924930416062e-02
2.699318111421798340e+12 1.984248429672089475e+00 -1.189096218751225717e-02
2.700896660024969238e+12 1.984243815596549831e+00 -1.206087730600252650e-02
2.702475208628139648e+12 1.984193317874673790e+00 -1.222333515839517902e-02
2.704053757231310547e+12 1.984100405092542374e+00 -1.236496836225899933e-02
2.705632305834480957e+12 1.983972659581449083e+00 -1.247338513939996903e-02
2.707210854437651855e+12 1.983821599975178263e+00 -1.253873214038962736e-02
2.708789403040822266e+12 1.983661693730580655e+00 -1.255524507671007539e-02
2.710367951643993164e+12 1.983508609355045582e+00 -1.252225368638107579e-02
2.711946500247163574e+12 1.983377139239471010e+00 -1.244423546446208478e-02
2.713525048850334473e+12 1.983279406814033363e+00 -1.232990007595505082e-02
2.715103597453504883e+12 1.983223816834729814e+00 -1.219068717358018535e-02
2.716682146056675293e+12 1.983214834154979789e+00 -1.203921781404780102e-02
2.718260694659846191e+12 1.983253341493904642e+00 -1.188810327311769048e-02
2.719839243263016602e+12 1.983337199365074577e+00 -1.174923356116733611e-02
2.721417791866187500e+12 1.983461707876877700e+00 -1.163342106771278299e-02
2.722996340469357910e+12 1.983619853306167746e+00 -1.155015547151836026e-02
2.724574889072528809e+12 1.983802415280272680e+00 -1.150724575357881842e-02
2.726153437675699219e+12 1.983998137903345782e+00 -1.151025802061067180e-02
2.727731986278870117e+12 1.984194167209810233e+00 -1.156184206598083290e-02
2.729310534882040527e+12 1.984376815967682006e+00 -1.166116098470426285e-02
2.730889083485211426e+12 1.984532539007458629e+00 -1.180359465876313491e-02
2.732467632088381836e+12 1.984648955842906126e+00 -1.198072186454698929e-02
2.734046180691552734e+12 1.984715887774894716e+00 -1.218048610947704974e-02
2.735624729294723145e+12 1.984726524421724925e+00 -1.238755366939352925e-02
2.737203277897894043e+12 1.984678788956968365e+00 -1.258410293150790012e-02
2.738781826501064453e+12 1.984576669830787621e+00 -1.275140631214170296e-02
2.740360375104235352e+12 1.984430895152698771e+00 -1.287235054481251917e-02
2.741938923707405762e+12 1.984258197429367820e+00 -1.293445887554641772e-02
2.743517472310576660e+12 1.984078866482340997e+00 -1.293236629229059693e-02
2.745096020913747070e+12 1.983913197509579840e+00 -1.286863423712334732e-02
2.746674569516917969e+12 1.983778142162380576e+00 -1.275252639354453911e-02
2.748253118120088379e+12 1.983685341260787993e+00 -1.259740327361836415e-02
2.749831666723258789e+12 1.983640885419275968e+00 -1.241792526399892668e-02
2.751410215326429688e+12 1.983646323158525737e+00 -1.222800960746287663e-02
2.752988763929600098e+12 1.983700123316254560e+00 -1.203986248373849904e-02
2.754567312532770996e+12 1.983798957290176634e+00 -1.186390172184793868e-02
2.756145861135941406e+12 1.983938488963785218e+00 -1.170918230583469985e-02
2.757724409739112305e+12 1.984113623339778254e+00 -1.158395202797678214e-02
2.759302958342282715e+12 1.984318317524559117e+00 -1.149606201532436117e-02
2.760881506945453613e+12 1.984545135191672527e+00 -1.145306667563542220e-02
2.762460055548624023e+12 1.984784754026426512e+00 -1.146196533944192526e-02
2.764038604151794922e+12 1.985025593324592608e+00 -1.152865939374207900e-02
2.765617152754965332e+12 1.985253591646318982e+00 -1.165725552123610120e-02
2.767195701358136230e+12 1.985452007854460188e+00 -1.184922718102091911e-02
2.768774249961306641e+12 1.985601151515020701e+00 -1.210214202012388322e-02
2.770352798564477539e+12 1.985678379246458292e+00 -1.240738791483999952e-02
2.771931347167647949e+12 1.985659540027216563e+00 -1.274651515649639910e-02
2.773509895770818848e+12 1.985523923200130048e+00 -1.308704238504133748e-02
2.775088444373989258e+12 1.985264346397912272e+00 -1.338123327293251098e-02
2.776666992977160156e+12 1.984899956841565283e+00 -1.357389594032431916e-02
2.778245541580330566e+12 1.984481804412583372e+00 -1.362205752431563596e-02
2.779824090183501465e+12 1.984079937677652783e+00 -1.351665180522257370e-02
2.781402638786671875e+12 1.983756188998843539e+00 -1.328750280055956447e-02
2.782981187389842285e+12 1.983543389383393807e+00 -1.298652509227343592e-02
2.784559735993013184e+12 1.983444096618552921e+00 -1.266490542280087304e-02
2.786138284596183594e+12 1.983442281258968709e+00 -1.235994828237789445e-02
2.787716833199354492e+12 1.983515718773386949e+00 -1.209342175412398898e-02
2.789295381802524902e+12 1.983643357105888017e+00 -1.187562805956636318e-02
2.790873930405695801e+12 1.983807926173360547e+00 -1.171023900259682109e-02
2.792452479008866211e+12 1.983995837068986967e+00 -1.159783215226253481e-02
2.794031027612037109e+12 1.984196025962241094e+00 -1.153784698838766082e-02
2.795609576215207520e+12 1.984398667428780128e+00 -1.152929694194596878e-02
2.797188124818378418e+12 1.984594195764277202e+00 -1.157066073608231660e-02
2.798766673421548828e+12 1.984772811946578175e+00 -1.165933148454721333e-02
2.800345222024719727e+12 1.984924491369334909e+00 -1.179093887062103441e-02
2.801923770627890137e+12 1.985039394071943519e+00 -1.195876273377286317e-02
2.803502319231061035e+12 1.985108550681780049e+00 -1.215332742397985319e-02
2.805080867834231445e+12 1.985124775971062627e+00 -1.236218611846528516e-02
2.806659416437402344e+12 1.985083867445748718e+00 -1.256996501465156707e-02
2.808237965040572754e+12 1.984986121791945113e+00 -1.275892591884525591e-02
2.809816513643743652e+12 1.984837932730036059e+00 -1.291045649906104840e-02
2.811395062246914062e+12 1.984652785371339823e+00 -1.300774744130596405e-02
2.812973610850084473e+12 1.984450677661884432e+00 -1.303929396772886620e-02
2.814552159453255371e+12 1.984255370431223131e+00 -1.300200640464406650e-02
2.816130708056425781e+12 1.984089996343038065e+00 -1.290237670900853083e-02
2.817709256659596680e+12 1.983972690671687689e+00 -1.275493107562779282e-02
2.819287805262767090e+12 1.983913989230668973e+00 -1.257867125437974777e-02
2.820866353865937988e+12 1.983916651017517907e+00 -1.239315781092668357e-02
2.822444902469108398e+12 1.983977284135843622e+00 -1.221566603454786806e-02
2.824023451072279297e+12 1.984088597106328011e+00 -1.205992088690131109e-02
2.825601999675449707e+12 1.984241318959172107e+00 -1.193610811906668789e-02
2.827180548278620605e+12 1.984425357856147487e+00 -1.185153213613548799e-02
2.828759096881791016e+12 1.984630206637857608e+00 -1.181134417127421669e-02
2.830337645484961914e+12 1.984844841298120777e+00 -1.181896716239038206e-02
2.831916194088132324e+12 1.985057442994657917e+00 -1.187605724164645694e-02
2.833494742691303223e+12 1.985255265528452995e+00 -1.198202911527901891e-02
2.835073291294473633e+12 1.985424887095280422e+00 -1.213332231062501550e-02
2.836651839897644531e+12 1.985552946033813049e+00 -1.232266076989054979e-02
2.838230388500814941e+12 1.985627334235305241e+00 -1.253853654349236860e-02
2.839808937103985840e+12 1.985638782911348210e+00 -1.276509577378358989e-02
2.841387485707156250e+12 1.985582779490106864e+00 -1.298264428757856664e-02
2.842966034310327148e+12 1.985461620497485091e+00 -1.316912570216061812e-02
2.844544582913497559e+12 1.985286011138556628e+00 -1.330292057680361809e-02
2.846123131516667969e+12 1.985075179804306922e+00 -1.336683574970504683e-02
2.847701680119838867e+12 1.984854566799898690e+00 -1.335220076582946912e-02
2.849280228723009277e+12 1.984651196414091601e+00 -1.326126544219528684e-02
2.850858777326180176e+12 1.984488321471678640e+00 -1.310654663300956681e-02
2.852437325929350586e+12 1.984381523879148235e+00 -1.290737498953577200e-02
2.854015874532521484e+12 1.984337537655561201e+00 -1.268534011116495379e-02
2.855594423135691895e+12 1.984355505481170123e+00 -1.246049222625423246e-02
2.857172971738862793e+12 1.984429438443126026e+00 -1.224924983195955878e-02
2.858751520342033203e+12 1.984550666714633982e+00 -1.206394689949113683e-02
2.860330068945204102e+12 1.984709589994113621e+00 -1.191342366900218115e-02
2.861908617548374512e+12 1.984896552785865964e+00 -1.180401129759322230e-02
2.863487166151545410e+12 1.985101975600547686e+00 -1.174043048493595212e-02
2.865065714754715820e+12 1.985315994044253074e+00 -1.172631908818305875e-02
2.866644263357886719e+12 1.985527888208317826e+00 -1.176425108464650149e-02
2.868222811961057129e+12 1.985725590697687615e+00 -1.185522294231792541e-02
2.869801360564228027e+12 1.985895549763358581e+00 -1.199769797746143285e-02
2.871379909167398438e+12 1.986023166940955376e+00 -1.218641335159522353e-02
2.872958457770569336e+12 1.986093929041246708e+00 -1.241122666013653141e-02
2.874537006373739746e+12 1.986095273261040850e+00 -1.265630434582470411e-02
2.876115554976910645e+12 1.986019182098842872e+00 -1.290002964961916437e-02
2.877694103580081055e+12 1.985865337605559056e+00 -1.311621626338802665e-02
2.879272652183251465e+12 1.985644109111868172e+00 -1.327734465174426788e-02
2.880851200786422363e+12 1.985377798026104257e+00 -1.336001552337667819e-02
2.882429749389592773e+12 1.985098302090209321e+00 -1.335129534776440842e-02
2.884008297992763672e+12 1.984840798153673092e+00 -1.325303461976398353e-02
2.885586846595934082e+12 1.984635719878917293e+00 -1.308153194648632202e-02
2.887165395199104980e+12 1.984502733618232817e+00 -1.286259479087487577e-02
2.888743943802275391e+12 1.984448978136566621e+00 -1.262474901542252545e-02
2.890322492405446289e+12 1.984471085279098768e+00 -1.239367909949899878e-02
2.891901041008616699e+12 1.984558927100355863e+00 -1.218934982202273323e-02
2.893479589611787598e+12 1.984699199503014100e+00 -1.202556680924689488e-02
2.895058138214958008e+12 1.984877879849095361e+00 -1.191097436715017263e-02
2.896636686818128906e+12 1.985081406997534881e+00 -1.185050403298372468e-02
2.898215235421299316e+12 1.985296864858790755e+00 -1.184660819062281420e-02
2.899793784024470215e+12 1.985511589431350421e+00 -1.189993988200083695e-02
2.901372332627640625e+12 1.985712616268135999e+00 -1.200937567424877582e-02
2.902950881230811523e+12 1.985886340573944198e+00 -1.217144157753627387e-02
2.904529429833981934e+12 1.986018699536584275e+00 -1.237933872086888210e-02
2.906107978437152832e+12 1.986096085986821969e+00 -1.262188980051482876e-02
2.907686527040323242e+12 1.986107055627241547e+00 -1.288281874157849033e-02
2.909265075643494141e+12 1.986044709423624655e+00 -1.314082782360295222e-02
2.910843624246664551e+12 1.985909388105447482e+00 -1.337095628193058459e-02
2.912422172849834961e+12 1.985710932397304340e+00 -1.354759390305220780e-02
2.914000721453005859e+12 1.985469340927503712e+00 -1.364902043324943241e-02
2.915579270056176270e+12 1.985212698605384629e+00 -1.366234866086084299e-02
2.917157818659347168e+12 1.984972289186908379e+00 -1.358686762740547380e-02
2.918736367262517578e+12 1.984776469611803096e+00 -1.343408461580757399e-02
2.920314915865688477e+12 1.984645751639490197e+00 -1.322444258977520902e-02
2.921893464468858887e+12 1.984590716735958882e+00 -1.298240264721931859e-02
2.923472013072029785e+12 1.984612709714502987e+00 -1.273194400666800147e-02
2.925050561675200195e+12 1.984706148300482420e+00 -1.249366443438331038e-02
2.926629110278371094e+12 1.984861197309455649e+00 -1.228361372159200715e-02
2.928207658881541504e+12 1.985066001665386493e+00 -1.211341386937185398e-02
2.929786207484712402e+12 1.985308134620413556e+00 -1.199108472834001411e-02
2.931364756087882812e+12 1.985575226199971066e+00 -1.192206200180412692e-02
2.932943304691053711e+12 1.985854917604252146e+00 -1.191001836677260499e-02
2.934521853294224121e+12 1.986134389529866651e+00 -1.195722734199953889e-02
2.936100401897395020e+12 1.986399772583911094e+00 -1.206433175027582863e-02
2.937678950500565430e+12 1.986635788333406039e+00 -1.222950826488989826e-02
2.939257499103736328e+12 1.986825977396999621e+00 -1.244718333153101847e-02
2.940836047706906738e+12 1.986953797286231893e+00 -1.270664925764243211e-02
2.942414596310077148e+12 1.987004685152039096e+00 -1.299109091311493984e-02
2.943993144913248047e+12 1.986968911336875365e+00 -1.327759812221657003e-02
2.945571693516418457e+12 1.986844735497180992e+00 -1.353869722061329904e-02
2.947150242119589355e+12 1.986640987958760762e+00 -1.374573715749428070e-02
2.948728790722759766e+12 1.986377819697776603e+00 -1.387389443076134099e-02
2.950307339325930664e+12 1.986084479934712821e+00 -1.390752504434384848e-02
2.951885887929101074e+12 1.985794132498631459e+00 -1.384372112825300524e-02
2.953464436532271973e+12 1.985537472616487609e+00 -1.369234649146277086e-02
2.955042985135442383e+12 1.985337724119129232e+00 -1.347266298191683760e-02
2.956621533738613281e+12 1.985208608426724863e+00 -1.320841784645237528e-02
2.958200082341783691e+12 1.985155074964352284e+00 -1.292351006484057652e-02
2.959778630944954590e+12 1.985175504183953610e+00 -1.263933804542673178e-02
2.961357179548125000e+12 1.985264125072605523e+00 -1.237383489696300409e-02
2.962935728151295898e+12 1.985412922271784675e+00 -1.214168513835222653e-02
2.964514276754466309e+12 1.985612755542711438e+00 -1.195518316503737730e-02
2.966092825357637207e+12 1.985853618962822864e+00 -1.182530077724101500e-02
2.967671373960807617e+12 1.986124032998174860e+00 -1.176257470452134017e-02
2.969249922563978516e+12 1.986409635832653953e+00 -1.177736285128426832e-02
2.970828471167148926e+12 1.986691246471886441e+00 -1.187889749836209922e-02
2.972407019770319824e+12 1.986943119769282839e+00 -1.207252894148751893e-02
2.973985568373490234e+12 1.987132798358816066e+00 -1.235491083571340319e-02
2.975564116976660645e+12 1.987224516121258056e+00 -1.270801112072673066e-02
2.977142665579831543e+12 1.987187641371769509e+00 -1.309473295821471373e-02
2.978721214183001953e+12 1.987009218370725083e+00 -1.346059668812799905e-02
2.980299762786172852e+12 1.986705330939754433e+00 -1.374519335640137473e-02
2.981878311389343262e+12 1.986322569865267340e+00 -1.390157669367578751e-02
