# Frequency(Hz) n_real k_imag
1.767974e+12 1.992886e+00 -9.398643e-03
1.769553e+12 1.992886e+00 -9.464232e-03
1.771132e+12 1.992872e+00 -9.528002e-03
1.772710e+12 1.992844e+00 -9.587135e-03
1.774289e+12 1.992803e+00 -9.638548e-03
1.775867e+12 1.992749e+00 -9.678877e-03
1.777446e+12 1.992686e+00 -9.704522e-03
1.779024e+12 1.992615e+00 -9.711968e-03
1.780603e+12 1.992543e+00 -9.698339e-03
1.782181e+12 1.992475e+00 -9.662188e-03
1.783760e+12 1.992419e+00 -9.604313e-03
1.785338e+12 1.992382e+00 -9.528513e-03
1.786917e+12 1.992370e+00 -9.441662e-03
1.788496e+12 1.992386e+00 -9.352885e-03
1.790074e+12 1.992430e+00 -9.271947e-03
1.791653e+12 1.992496e+00 -9.207242e-03
1.793231e+12 1.992577e+00 -9.164290e-03
1.794810e+12 1.992666e+00 -9.145346e-03
1.796388e+12 1.992754e+00 -9.149860e-03
1.797967e+12 1.992837e+00 -9.175532e-03
1.799545e+12 1.992910e+00 -9.219154e-03
1.801124e+12 1.992970e+00 -9.277224e-03
1.802703e+12 1.993015e+00 -9.346302e-03
1.804281e+12 1.993043e+00 -9.422956e-03
1.805860e+12 1.993052e+00 -9.503772e-03
1.807438e+12 1.993044e+00 -9.585175e-03
1.809017e+12 1.993016e+00 -9.663256e-03
1.810595e+12 1.992969e+00 -9.733672e-03
1.812174e+12 1.992904e+00 -9.791593e-03
1.813752e+12 1.992824e+00 -9.831884e-03
1.815331e+12 1.992733e+00 -9.849512e-03
1.816909e+12 1.992636e+00 -9.840213e-03
1.818488e+12 1.992542e+00 -9.801475e-03
1.820067e+12 1.992461e+00 -9.733580e-03
1.821645e+12 1.992402e+00 -9.640357e-03
1.823224e+12 1.992373e+00 -9.529518e-03
1.824802e+12 1.992381e+00 -9.412088e-03
1.826381e+12 1.992425e+00 -9.300689e-03
1.827959e+12 1.992501e+00 -9.207129e-03
1.829538e+12 1.992600e+00 -9.140055e-03
1.831116e+12 1.992712e+00 -9.103605e-03
1.832695e+12 1.992826e+00 -9.097734e-03
1.834273e+12 1.992936e+00 -9.119444e-03
1.835852e+12 1.993034e+00 -9.164346e-03
1.837431e+12 1.993118e+00 -9.227712e-03
1.839009e+12 1.993185e+00 -9.305065e-03
1.840588e+12 1.993233e+00 -9.392381e-03
1.842166e+12 1.993263e+00 -9.485967e-03
1.843745e+12 1.993273e+00 -9.582279e-03
1.845323e+12 1.993263e+00 -9.677692e-03
1.846902e+12 1.993233e+00 -9.768293e-03
1.848480e+12 1.993183e+00 -9.849723e-03
1.850059e+12 1.993115e+00 -9.917184e-03
1.851638e+12 1.993032e+00 -9.965654e-03
1.853216e+12 1.992937e+00 -9.990285e-03
1.854795e+12 1.992839e+00 -9.987192e-03
1.856373e+12 1.992744e+00 -9.954331e-03
1.857952e+12 1.992662e+00 -9.892455e-03
1.859530e+12 1.992603e+00 -9.805770e-03
1.861109e+12 1.992574e+00 -9.702204e-03
1.862687e+12 1.992581e+00 -9.592651e-03
1.864266e+12 1.992623e+00 -9.489424e-03
1.865844e+12 1.992696e+00 -9.404002e-03
1.867423e+12 1.992791e+00 -9.344856e-03
1.869002e+12 1.992898e+00 -9.316277e-03
1.870580e+12 1.993008e+00 -9.318545e-03
1.872159e+12 1.993111e+00 -9.348951e-03
1.873737e+12 1.993201e+00 -9.403214e-03
1.875316e+12 1.993273e+00 -9.476354e-03
1.876894e+12 1.993326e+00 -9.563248e-03
1.878473e+12 1.993355e+00 -9.658749e-03
1.880051e+12 1.993361e+00 -9.757658e-03
1.881630e+12 1.993343e+00 -9.854612e-03
1.883208e+12 1.993300e+00 -9.944038e-03
1.884787e+12 1.993237e+00 -1.002024e-02
1.886366e+12 1.993154e+00 -1.007757e-02
1.887944e+12 1.993057e+00 -1.011087e-02
1.889523e+12 1.992952e+00 -1.011599e-02
1.891101e+12 1.992846e+00 -1.009041e-02
1.892680e+12 1.992750e+00 -1.003386e-02
1.894258e+12 1.992672e+00 -9.948839e-03
1.895837e+12 1.992621e+00 -9.840933e-03
1.897415e+12 1.992603e+00 -9.718720e-03
1.898994e+12 1.992623e+00 -9.593294e-03
1.900573e+12 1.992680e+00 -9.476956e-03
1.902151e+12 1.992769e+00 -9.381380e-03
1.903730e+12 1.992883e+00 -9.315480e-03
1.905308e+12 1.993008e+00 -9.283951e-03
1.906887e+12 1.993135e+00 -9.287087e-03
1.908465e+12 1.993255e+00 -9.321772e-03
1.910044e+12 1.993359e+00 -9.383066e-03
1.911622e+12 1.993444e+00 -9.465323e-03
1.913201e+12 1.993506e+00 -9.563006e-03
1.914779e+12 1.993544e+00 -9.670675e-03
1.916358e+12 1.993556e+00 -9.783029e-03
1.917937e+12 1.993543e+00 -9.894590e-03
1.919515e+12 1.993502e+00 -9.999615e-03
1.921094e+12 1.993438e+00 -1.009205e-02
1.922672e+12 1.993351e+00 -1.016577e-02
1.924251e+12 1.993247e+00 -1.021496e-02
1.925829e+12 1.993132e+00 -1.023474e-02
1.927408e+12 1.993014e+00 -1.022185e-02
1.928986e+12 1.992902e+00 -1.017524e-02
1.930565e+12 1.992806e+00 -1.009664e-02
1.932143e+12 1.992736e+00 -9.990789e-03
1.933722e+12 1.992698e+00 -9.865426e-03
1.935301e+12 1.992699e+00 -9.731018e-03
1.936879e+12 1.992741e+00 -9.599848e-03
1.938458e+12 1.992820e+00 -9.484676e-03
1.940036e+12 1.992930e+00 -9.396663e-03
1.941615e+12 1.993060e+00 -9.343384e-03
1.943193e+12 1.993197e+00 -9.327639e-03
1.944772e+12 1.993331e+00 -9.347709e-03
1.946350e+12 1.993451e+00 -9.398683e-03
1.947929e+12 1.993553e+00 -9.474173e-03
1.949508e+12 1.993631e+00 -9.567428e-03
1.951086e+12 1.993685e+00 -9.672072e-03
1.952665e+12 1.993713e+00 -9.782185e-03
1.954243e+12 1.993715e+00 -9.892199e-03
1.955822e+12 1.993693e+00 -9.996785e-03
1.957400e+12 1.993648e+00 -1.009075e-02
1.958979e+12 1.993583e+00 -1.016910e-02
1.960557e+12 1.993501e+00 -1.022714e-02
1.962136e+12 1.993407e+00 -1.026090e-02
1.963714e+12 1.993308e+00 -1.026741e-02
1.965293e+12 1.993211e+00 -1.024520e-02
1.966872e+12 1.993123e+00 -1.019469e-02
1.968450e+12 1.993052e+00 -1.011848e-02
1.970029e+12 1.993005e+00 -1.002161e-02
1.971607e+12 1.992989e+00 -9.911464e-03
1.973186e+12 1.993006e+00 -9.797473e-03
1.974764e+12 1.993058e+00 -9.690400e-03
1.976343e+12 1.993141e+00 -9.600922e-03
1.977921e+12 1.993247e+00 -9.537937e-03
1.979500e+12 1.993366e+00 -9.506951e-03
1.981078e+12 1.993488e+00 -9.509272e-03
1.982657e+12 1.993603e+00 -9.542461e-03
1.984236e+12 1.993703e+00 -9.601515e-03
1.985814e+12 1.993783e+00 -9.680212e-03
1.987393e+12 1.993840e+00 -9.772141e-03
1.988971e+12 1.993873e+00 -9.871190e-03
1.990550e+12 1.993882e+00 -9.971705e-03
1.992128e+12 1.993868e+00 -1.006853e-02
1.993707e+12 1.993833e+00 -1.015694e-02
1.995285e+12 1.993780e+00 -1.023266e-02
1.996864e+12 1.993711e+00 -1.029186e-02
1.998443e+12 1.993630e+00 -1.033136e-02
2.000021e+12 1.993543e+00 -1.034875e-02
2.001600e+12 1.993455e+00 -1.034261e-02
2.003178e+12 1.993372e+00 -1.031277e-02
2.004757e+12 1.993299e+00 -1.026049e-02
2.006335e+12 1.993243e+00 -1.018868e-02
2.007914e+12 1.993209e+00 -1.010203e-02
2.009492e+12 1.993202e+00 -1.000696e-02
2.011071e+12 1.993223e+00 -9.911374e-03
2.012649e+12 1.993272e+00 -9.823975e-03
2.014228e+12 1.993346e+00 -9.753178e-03
2.015807e+12 1.993437e+00 -9.705746e-03
2.017385e+12 1.993538e+00 -9.685588e-03
2.018964e+12 1.993641e+00 -9.693262e-03
2.020542e+12 1.993736e+00 -9.726388e-03
2.022121e+12 1.993818e+00 -9.780552e-03
2.023699e+12 1.993883e+00 -9.850438e-03
2.025278e+12 1.993928e+00 -9.930598e-03
2.026856e+12 1.993954e+00 -1.001588e-02
2.028435e+12 1.993961e+00 -1.010164e-02
2.030014e+12 1.993949e+00 -1.018374e-02
2.031592e+12 1.993920e+00 -1.025851e-02
2.033171e+12 1.993877e+00 -1.032270e-02
2.034749e+12 1.993822e+00 -1.037349e-02
2.036328e+12 1.993758e+00 -1.040848e-02
2.037906e+12 1.993689e+00 -1.042579e-02
2.039485e+12 1.993619e+00 -1.042419e-02
2.041063e+12 1.993551e+00 -1.040326e-02
2.042642e+12 1.993493e+00 -1.036363e-02
2.044220e+12 1.993446e+00 -1.030716e-02
2.045799e+12 1.993417e+00 -1.023721e-02
2.047378e+12 1.993410e+00 -1.015864e-02
2.048956e+12 1.993427e+00 -1.007775e-02
2.050535e+12 1.993467e+00 -1.000168e-02
2.052113e+12 1.993529e+00 -9.937620e-03
2.053692e+12 1.993608e+00 -9.891594e-03
2.055270e+12 1.993696e+00 -9.867482e-03
2.056849e+12 1.993788e+00 -9.866421e-03
2.058427e+12 1.993876e+00 -9.887034e-03
2.060006e+12 1.993954e+00 -9.926092e-03
2.061584e+12 1.994019e+00 -9.979391e-03
2.063163e+12 1.994069e+00 -1.004252e-02
2.064742e+12 1.994102e+00 -1.011123e-02
2.066320e+12 1.994120e+00 -1.018175e-02
2.067899e+12 1.994123e+00 -1.025074e-02
2.069477e+12 1.994111e+00 -1.031531e-02
2.071056e+12 1.994086e+00 -1.037292e-02
2.072634e+12 1.994050e+00 -1.042129e-02
2.074213e+12 1.994005e+00 -1.045832e-02
2.075791e+12 1.993952e+00 -1.048215e-02
2.077370e+12 1.993895e+00 -1.049111e-02
2.078949e+12 1.993837e+00 -1.048398e-02
2.080527e+12 1.993782e+00 -1.046009e-02
2.082106e+12 1.993734e+00 -1.041981e-02
2.083684e+12 1.993698e+00 -1.036472e-02
2.085263e+12 1.993678e+00 -1.029804e-02
2.086841e+12 1.993677e+00 -1.022460e-02
2.088420e+12 1.993699e+00 -1.015066e-02
2.089998e+12 1.993741e+00 -1.008307e-02
2.091577e+12 1.993802e+00 -1.002831e-02
2.093155e+12 1.993876e+00 -9.991327e-03
2.094734e+12 1.993958e+00 -9.974799e-03
2.096313e+12 1.994040e+00 -9.978978e-03
2.097891e+12 1.994117e+00 -1.000213e-02
2.099470e+12 1.994185e+00 -1.004131e-02
2.101048e+12 1.994241e+00 -1.009297e-02
2.102627e+12 1.994284e+00 -1.015361e-02
2.104205e+12 1.994313e+00 -1.021994e-02
2.105784e+12 1.994327e+00 -1.028900e-02
2.107362e+12 1.994327e+00 -1.035817e-02
2.108941e+12 1.994314e+00 -1.042493e-02
2.110519e+12 1.994287e+00 -1.048682e-02
2.112098e+12 1.994247e+00 -1.054126e-02
2.113677e+12 1.994197e+00 -1.058542e-02
2.115255e+12 1.994136e+00 -1.061635e-02
2.116834e+12 1.994069e+00 -1.063105e-02
2.118412e+12 1.994000e+00 -1.062695e-02
2.119991e+12 1.993933e+00 -1.060248e-02
2.121569e+12 1.993874e+00 -1.055767e-02
2.123148e+12 1.993831e+00 -1.049481e-02
2.124726e+12 1.993809e+00 -1.041867e-02
2.126305e+12 1.993813e+00 -1.033625e-02
2.127884e+12 1.993842e+00 -1.025590e-02
2.129462e+12 1.993897e+00 -1.018601e-02
2.131041e+12 1.993971e+00 -1.013349e-02
2.132619e+12 1.994058e+00 -1.010272e-02
2.134198e+12 1.994150e+00 -1.009520e-02
2.135776e+12 1.994241e+00 -1.010994e-02
2.137355e+12 1.994326e+00 -1.014434e-02
2.138933e+12 1.994400e+00 -1.019495e-02
2.140512e+12 1.994461e+00 -1.025819e-02
2.142090e+12 1.994509e+00 -1.033070e-02
2.143669e+12 1.994542e+00 -1.040941e-02
2.145248e+12 1.994558e+00 -1.049150e-02
2.146826e+12 1.994559e+00 -1.057417e-02
2.148405e+12 1.994543e+00 -1.065446e-02
2.149983e+12 1.994510e+00 -1.072892e-02
2.151562e+12 1.994461e+00 -1.079352e-02
2.153140e+12 1.994396e+00 -1.084362e-02
2.154719e+12 1.994319e+00 -1.087432e-02
2.156297e+12 1.994235e+00 -1.088107e-02
2.157876e+12 1.994150e+00 -1.086067e-02
2.159454e+12 1.994074e+00 -1.081231e-02
2.161033e+12 1.994015e+00 -1.073849e-02
2.162612e+12 1.993982e+00 -1.064533e-02
2.164190e+12 1.993981e+00 -1.054203e-02
2.165769e+12 1.994012e+00 -1.043961e-02
2.167347e+12 1.994075e+00 -1.034906e-02
2.168926e+12 1.994162e+00 -1.027942e-02
2.170504e+12 1.994265e+00 -1.023642e-02
2.172083e+12 1.994374e+00 -1.022213e-02
2.173661e+12 1.994482e+00 -1.023544e-02
2.175240e+12 1.994580e+00 -1.027317e-02
2.176819e+12 1.994664e+00 -1.033102e-02
2.178397e+12 1.994731e+00 -1.040436e-02
2.179976e+12 1.994778e+00 -1.048859e-02
2.181554e+12 1.994804e+00 -1.057920e-02
2.183133e+12 1.994807e+00 -1.067164e-02
2.184711e+12 1.994788e+00 -1.076116e-02
2.186290e+12 1.994747e+00 -1.084269e-02
2.187868e+12 1.994686e+00 -1.091077e-02
2.189447e+12 1.994606e+00 -1.095986e-02
2.191025e+12 1.994515e+00 -1.098479e-02
2.192604e+12 1.994417e+00 -1.098153e-02
2.194183e+12 1.994322e+00 -1.094809e-02
2.195761e+12 1.994239e+00 -1.088520e-02
2.197340e+12 1.994176e+00 -1.079690e-02
2.198918e+12 1.994143e+00 -1.069032e-02
2.200497e+12 1.994143e+00 -1.057525e-02
2.202075e+12 1.994179e+00 -1.046289e-02
2.203654e+12 1.994249e+00 -1.036445e-02
2.205232e+12 1.994344e+00 -1.028951e-02
2.206811e+12 1.994459e+00 -1.024468e-02
2.208389e+12 1.994581e+00 -1.023296e-02
2.209968e+12 1.994701e+00 -1.025399e-02
2.211547e+12 1.994811e+00 -1.030488e-02
2.213125e+12 1.994906e+00 -1.038119e-02
2.214704e+12 1.994978e+00 -1.047776e-02
2.216282e+12 1.995026e+00 -1.058899e-02
2.217861e+12 1.995047e+00 -1.070894e-02
2.219439e+12 1.995037e+00 -1.083117e-02
2.221018e+12 1.994998e+00 -1.094857e-02
2.222596e+12 1.994930e+00 -1.105334e-02
2.224175e+12 1.994835e+00 -1.113741e-02
2.225754e+12 1.994720e+00 -1.119311e-02
2.227332e+12 1.994593e+00 -1.121430e-02
2.228911e+12 1.994464e+00 -1.119746e-02
2.230489e+12 1.994345e+00 -1.114252e-02
2.232068e+12 1.994247e+00 -1.105324e-02
2.233646e+12 1.994179e+00 -1.093684e-02
2.235225e+12 1.994149e+00 -1.080324e-02
2.236803e+12 1.994160e+00 -1.066403e-02
2.238382e+12 1.994212e+00 -1.053137e-02
2.239960e+12 1.994301e+00 -1.041674e-02
2.241539e+12 1.994420e+00 -1.032980e-02
2.243118e+12 1.994560e+00 -1.027722e-02
2.244696e+12 1.994708e+00 -1.026202e-02
2.246275e+12 1.994855e+00 -1.028372e-02
2.247853e+12 1.994991e+00 -1.033907e-02
2.249432e+12 1.995110e+00 -1.042314e-02
2.251010e+12 1.995205e+00 -1.053027e-02
2.252589e+12 1.995274e+00 -1.065457e-02
2.254167e+12 1.995312e+00 -1.078992e-02
2.255746e+12 1.995319e+00 -1.092981e-02
2.257325e+12 1.995291e+00 -1.106691e-02
2.258903e+12 1.995230e+00 -1.119292e-02
2.260482e+12 1.995136e+00 -1.129866e-02
2.262060e+12 1.995016e+00 -1.137474e-02
2.263639e+12 1.994876e+00 -1.141282e-02
2.265217e+12 1.994730e+00 -1.140720e-02
2.266796e+12 1.994589e+00 -1.135627e-02
2.268374e+12 1.994469e+00 -1.126325e-02
2.269953e+12 1.994381e+00 -1.113594e-02
2.271531e+12 1.994333e+00 -1.098571e-02
2.273110e+12 1.994332e+00 -1.082596e-02
2.274689e+12 1.994376e+00 -1.067068e-02
2.276267e+12 1.994462e+00 -1.053313e-02
2.277846e+12 1.994581e+00 -1.042452e-02
2.279424e+12 1.994725e+00 -1.035294e-02
2.281003e+12 1.994878e+00 -1.032245e-02
2.282581e+12 1.995030e+00 -1.033286e-02
2.284160e+12 1.995170e+00 -1.038031e-02
2.285738e+12 1.995288e+00 -1.045841e-02
2.287317e+12 1.995378e+00 -1.055946e-02
2.288895e+12 1.995438e+00 -1.067532e-02
2.290474e+12 1.995465e+00 -1.079786e-02
2.292053e+12 1.995460e+00 -1.091917e-02
2.293631e+12 1.995423e+00 -1.103154e-02
2.295210e+12 1.995359e+00 -1.112765e-02
2.296788e+12 1.995271e+00 -1.120086e-02
2.298367e+12 1.995167e+00 -1.124564e-02
2.299945e+12 1.995055e+00 -1.125822e-02
2.301524e+12 1.994943e+00 -1.123708e-02
2.303102e+12 1.994842e+00 -1.118333e-02
2.304681e+12 1.994759e+00 -1.110072e-02
2.306260e+12 1.994703e+00 -1.099544e-02
2.307838e+12 1.994680e+00 -1.087556e-02
2.309417e+12 1.994692e+00 -1.075055e-02
2.310995e+12 1.994740e+00 -1.063058e-02
2.312574e+12 1.994823e+00 -1.052585e-02
2.314152e+12 1.994934e+00 -1.044575e-02
2.315731e+12 1.995065e+00 -1.039779e-02
2.317309e+12 1.995207e+00 -1.038654e-02
2.318888e+12 1.995347e+00 -1.041298e-02
2.320466e+12 1.995476e+00 -1.047446e-02
2.322045e+12 1.995585e+00 -1.056542e-02
2.323624e+12 1.995667e+00 -1.067839e-02
2.325202e+12 1.995718e+00 -1.080492e-02
2.326781e+12 1.995737e+00 -1.093639e-02
2.328359e+12 1.995725e+00 -1.106434e-02
2.329938e+12 1.995683e+00 -1.118090e-02
2.331516e+12 1.995616e+00 -1.127907e-02
2.333095e+12 1.995530e+00 -1.135315e-02
2.334673e+12 1.995432e+00 -1.139903e-02
2.336252e+12 1.995329e+00 -1.141462e-02
2.337830e+12 1.995231e+00 -1.139996e-02
2.339409e+12 1.995144e+00 -1.135726e-02
2.340988e+12 1.995076e+00 -1.129063e-02
2.342566e+12 1.995032e+00 -1.120581e-02
2.344145e+12 1.995016e+00 -1.110977e-02
2.345723e+12 1.995029e+00 -1.101025e-02
2.347302e+12 1.995073e+00 -1.091547e-02
2.348880e+12 1.995145e+00 -1.083359e-02
2.350459e+12 1.995239e+00 -1.077213e-02
2.352037e+12 1.995350e+00 -1.073715e-02
2.353616e+12 1.995468e+00 -1.073232e-02
2.355195e+12 1.995584e+00 -1.075826e-02
2.356773e+12 1.995687e+00 -1.081231e-02
2.358352e+12 1.995772e+00 -1.088896e-02
2.359930e+12 1.995831e+00 -1.098073e-02
2.361509e+12 1.995863e+00 -1.107922e-02
2.363087e+12 1.995868e+00 -1.117617e-02
2.364666e+12 1.995848e+00 -1.126416e-02
2.366244e+12 1.995808e+00 -1.133712e-02
2.367823e+12 1.995752e+00 -1.139072e-02
2.369401e+12 1.995688e+00 -1.142244e-02
2.370980e+12 1.995621e+00 -1.143158e-02
2.372559e+12 1.995556e+00 -1.141898e-02
2.374137e+12 1.995501e+00 -1.138689e-02
2.375716e+12 1.995459e+00 -1.133859e-02
2.377294e+12 1.995432e+00 -1.127818e-02
2.378873e+12 1.995425e+00 -1.121040e-02
2.380451e+12 1.995437e+00 -1.114043e-02
2.382030e+12 1.995470e+00 -1.107381e-02
2.383608e+12 1.995522e+00 -1.101628e-02
2.385187e+12 1.995590e+00 -1.097336e-02
2.386765e+12 1.995670e+00 -1.094993e-02
2.388344e+12 1.995755e+00 -1.094948e-02
2.389923e+12 1.995837e+00 -1.097331e-02
2.391501e+12 1.995910e+00 -1.101992e-02
2.393080e+12 1.995965e+00 -1.108494e-02
2.394658e+12 1.995998e+00 -1.116160e-02
2.396237e+12 1.996006e+00 -1.124181e-02
2.397815e+12 1.995990e+00 -1.131744e-02
2.399394e+12 1.995954e+00 -1.138150e-02
2.400972e+12 1.995903e+00 -1.142904e-02
2.402551e+12 1.995844e+00 -1.145744e-02
2.404130e+12 1.995784e+00 -1.146629e-02
2.405708e+12 1.995726e+00 -1.145700e-02
2.407287e+12 1.995677e+00 -1.143217e-02
2.408865e+12 1.995639e+00 -1.139507e-02
2.410444e+12 1.995613e+00 -1.134923e-02
2.412022e+12 1.995603e+00 -1.129813e-02
2.413601e+12 1.995607e+00 -1.124525e-02
2.415179e+12 1.995626e+00 -1.119391e-02
2.416758e+12 1.995659e+00 -1.114745e-02
2.418336e+12 1.995705e+00 -1.110910e-02
2.419915e+12 1.995762e+00 -1.108196e-02
2.421494e+12 1.995827e+00 -1.106879e-02
2.423072e+12 1.995895e+00 -1.107159e-02
2.424651e+12 1.995963e+00 -1.109118e-02
2.426229e+12 1.996025e+00 -1.112667e-02
2.427808e+12 1.996076e+00 -1.117534e-02
2.429386e+12 1.996112e+00 -1.123272e-02
2.430965e+12 1.996132e+00 -1.129319e-02
2.432543e+12 1.996137e+00 -1.135089e-02
2.434122e+12 1.996127e+00 -1.140075e-02
2.435700e+12 1.996108e+00 -1.143912e-02
2.437279e+12 1.996085e+00 -1.146423e-02
2.438858e+12 1.996060e+00 -1.147603e-02
2.440436e+12 1.996040e+00 -1.147587e-02
2.442015e+12 1.996026e+00 -1.146597e-02
2.443593e+12 1.996021e+00 -1.144899e-02
2.445172e+12 1.996025e+00 -1.142770e-02
2.446750e+12 1.996039e+00 -1.140478e-02
2.448329e+12 1.996063e+00 -1.138284e-02
2.449907e+12 1.996095e+00 -1.136432e-02
2.451486e+12 1.996136e+00 -1.135164e-02
2.453065e+12 1.996183e+00 -1.134711e-02
2.454643e+12 1.996234e+00 -1.135280e-02
2.456222e+12 1.996285e+00 -1.137030e-02
2.457800e+12 1.996333e+00 -1.140030e-02
2.459379e+12 1.996372e+00 -1.144206e-02
2.460957e+12 1.996399e+00 -1.149298e-02
2.462536e+12 1.996409e+00 -1.154843e-02
2.464114e+12 1.996401e+00 -1.160213e-02
2.465693e+12 1.996375e+00 -1.164715e-02
2.467271e+12 1.996336e+00 -1.167743e-02
2.468850e+12 1.996290e+00 -1.168908e-02
2.470429e+12 1.996244e+00 -1.168137e-02
2.472007e+12 1.996205e+00 -1.165657e-02
2.473586e+12 1.996178e+00 -1.161920e-02
2.475164e+12 1.996165e+00 -1.157470e-02
2.476743e+12 1.996166e+00 -1.152832e-02
2.478321e+12 1.996179e+00 -1.148439e-02
2.479900e+12 1.996203e+00 -1.144600e-02
2.481478e+12 1.996235e+00 -1.141510e-02
2.483057e+12 1.996272e+00 -1.139277e-02
2.484636e+12 1.996312e+00 -1.137949e-02
2.486214e+12 1.996352e+00 -1.137541e-02
2.487793e+12 1.996392e+00 -1.138039e-02
2.489371e+12 1.996428e+00 -1.139412e-02
2.490950e+12 1.996459e+00 -1.141587e-02
2.492528e+12 1.996483e+00 -1.144441e-02
2.494107e+12 1.996497e+00 -1.147779e-02
2.495685e+12 1.996500e+00 -1.151314e-02
2.497264e+12 1.996492e+00 -1.154676e-02
2.498842e+12 1.996473e+00 -1.157451e-02
2.500421e+12 1.996446e+00 -1.159233e-02
2.502000e+12 1.996414e+00 -1.159722e-02
2.503578e+12 1.996384e+00 -1.158796e-02
2.505157e+12 1.996360e+00 -1.156555e-02
2.506735e+12 1.996347e+00 -1.153322e-02
2.508314e+12 1.996349e+00 -1.149566e-02
2.509892e+12 1.996367e+00 -1.145821e-02
2.511471e+12 1.996399e+00 -1.142585e-02
2.513049e+12 1.996442e+00 -1.140254e-02
2.514628e+12 1.996494e+00 -1.139093e-02
2.516206e+12 1.996550e+00 -1.139242e-02
2.517785e+12 1.996608e+00 -1.140732e-02
2.519364e+12 1.996663e+00 -1.143518e-02
2.520942e+12 1.996713e+00 -1.147494e-02
2.522521e+12 1.996755e+00 -1.152505e-02
2.524099e+12 1.996786e+00 -1.158339e-02
2.525678e+12 1.996804e+00 -1.164717e-02
2.527256e+12 1.996807e+00 -1.171272e-02
2.528835e+12 1.996794e+00 -1.177551e-02
2.530413e+12 1.996764e+00 -1.183017e-02
2.531992e+12 1.996721e+00 -1.187102e-02
2.533571e+12 1.996668e+00 -1.189283e-02
2.535149e+12 1.996611e+00 -1.189183e-02
2.536728e+12 1.996558e+00 -1.186669e-02
2.538306e+12 1.996518e+00 -1.181913e-02
2.539885e+12 1.996497e+00 -1.175390e-02
2.541463e+12 1.996500e+00 -1.167807e-02
2.543042e+12 1.996530e+00 -1.159998e-02
2.544620e+12 1.996585e+00 -1.152788e-02
2.546199e+12 1.996662e+00 -1.146888e-02
2.547777e+12 1.996754e+00 -1.142815e-02
2.549356e+12 1.996857e+00 -1.140878e-02
2.550935e+12 1.996963e+00 -1.141190e-02
2.552513e+12 1.997066e+00 -1.143713e-02
2.554092e+12 1.997162e+00 -1.148301e-02
2.555670e+12 1.997246e+00 -1.154734e-02
2.557249e+12 1.997313e+00 -1.162724e-02
2.558827e+12 1.997359e+00 -1.171908e-02
2.560406e+12 1.997381e+00 -1.181820e-02
2.561984e+12 1.997376e+00 -1.191868e-02
2.563563e+12 1.997343e+00 -1.201316e-02
2.565141e+12 1.997281e+00 -1.209317e-02
2.566720e+12 1.997196e+00 -1.214986e-02
2.568299e+12 1.997093e+00 -1.217541e-02
2.569877e+12 1.996984e+00 -1.216455e-02
2.571456e+12 1.996881e+00 -1.211599e-02
2.573034e+12 1.996794e+00 -1.203295e-02
2.574613e+12 1.996736e+00 -1.192283e-02
2.576191e+12 1.996713e+00 -1.179602e-02
2.577770e+12 1.996727e+00 -1.166433e-02
2.579348e+12 1.996778e+00 -1.153947e-02
2.580927e+12 1.996862e+00 -1.143176e-02
2.582506e+12 1.996972e+00 -1.134924e-02
2.584084e+12 1.997100e+00 -1.129731e-02
2.585663e+12 1.997236e+00 -1.127868e-02
2.587241e+12 1.997373e+00 -1.129382e-02
2.588820e+12 1.997503e+00 -1.134148e-02
2.590398e+12 1.997619e+00 -1.141922e-02
2.591977e+12 1.997714e+00 -1.152360e-02
2.593555e+12 1.997783e+00 -1.165011e-02
2.595134e+12 1.997819e+00 -1.179272e-02
2.596712e+12 1.997818e+00 -1.194334e-02
2.598291e+12 1.997776e+00 -1.209151e-02
2.599870e+12 1.997693e+00 -1.222457e-02
2.601448e+12 1.997574e+00 -1.232898e-02
2.603027e+12 1.997429e+00 -1.239253e-02
2.604605e+12 1.997272e+00 -1.240709e-02
2.606184e+12 1.997122e+00 -1.237074e-02
2.607762e+12 1.996993e+00 -1.228820e-02
2.609341e+12 1.996901e+00 -1.216970e-02
2.610919e+12 1.996853e+00 -1.202858e-02
2.612498e+12 1.996853e+00 -1.187903e-02
2.614076e+12 1.996898e+00 -1.173432e-02
2.615655e+12 1.996986e+00 -1.160578e-02
2.617234e+12 1.997109e+00 -1.150243e-02
2.618812e+12 1.997259e+00 -1.143073e-02
2.620391e+12 1.997428e+00 -1.139473e-02
2.621969e+12 1.997607e+00 -1.139634e-02
2.623548e+12 1.997790e+00 -1.143594e-02
2.625126e+12 1.997968e+00 -1.151305e-02
2.626705e+12 1.998136e+00 -1.162703e-02
2.628283e+12 1.998288e+00 -1.177744e-02
2.629862e+12 1.998415e+00 -1.196403e-02
2.631441e+12 1.998508e+00 -1.218593e-02
2.633019e+12 1.998554e+00 -1.243991e-02
2.634598e+12 1.998537e+00 -1.271751e-02
2.636176e+12 1.998440e+00 -1.300097e-02
2.637755e+12 1.998248e+00 -1.325996e-02
2.639333e+12 1.997967e+00 -1.345264e-02
2.640912e+12 1.997622e+00 -1.353591e-02
2.642490e+12 1.997265e+00 -1.348408e-02
2.644069e+12 1.996957e+00 -1.330405e-02
2.645647e+12 1.996744e+00 -1.303326e-02
2.647226e+12 1.996644e+00 -1.272197e-02
2.648805e+12 1.996651e+00 -1.241519e-02
